sequence_id	query_length	closest_reference_id	closest_reference_ids	closest_reference_tie_count	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason	reference_count	resolved_reference_count
vae_candidate_000354	95	nat_215f48254c804f1f2876	"[""nat_215f48254c804f1f2876"", ""nat_3e6bf91c590be6684eed"", ""nat_92d7d81f95603487cd9c"", ""nat_9ca97034ea4d97950343"", ""nat_a7791ad55c70e7fd3462"", ""nat_acb38079c01f07d0de6f"", ""nat_c8490949e18e771ed8c8""]"	7	94	398.0	98	91	88	0.967032967032967	0.9578947368421052	0.9680851063829787	0.9263157894736842	0.0736842105263158	resolved		346	184
vae_candidate_000355	74	nat_0c143ad343586201fcf9	"[""nat_0c143ad343586201fcf9""]"	1	69	224.0	74	69	53	0.7681159420289855	0.9324324324324325	1.0	0.7162162162162162	0.28378378378378377	resolved		346	91
vae_candidate_000356	111	nat_05d62502987d9405b8af	"[""nat_05d62502987d9405b8af"", ""nat_38cb7bda240a833d36b3"", ""nat_78005b3dddedd0251b7e"", ""nat_d1b057f953bd558c0457"", ""nat_d92cb9dcfcf48b731b50"", ""nat_dad443e0412ef646de5e""]"	6	95	379.5	111	95	86	0.9052631578947369	0.8558558558558559	1.0	0.7747747747747747	0.22522522522522526	resolved		346	125
vae_candidate_000357	75	nat_4f811102c58fb8e77080	"[""nat_4f811102c58fb8e77080""]"	1	78	2.0	87	66	19	0.2878787878787879	0.88	0.8461538461538461	0.24358974358974358	0.7564102564102564	resolved		346	1
vae_candidate_000358	114	nat_4a87fc740463a61b2d05	"[""nat_4a87fc740463a61b2d05""]"	1	109	119.0	120	103	46	0.44660194174757284	0.9035087719298246	0.944954128440367	0.40350877192982454	0.5964912280701755	resolved		346	23
vae_candidate_000359	106	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_1aef09f774a1818b7e24"", ""nat_729a9790a662e92ab379""]"	3	96	285.0	107	95	71	0.7473684210526316	0.8962264150943396	0.9895833333333334	0.6698113207547169	0.33018867924528306	resolved		346	148
vae_candidate_000360	174		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000361	85	nat_c468502803b4ab5981f1	"[""nat_c468502803b4ab5981f1""]"	1	95	225.5	99	81	59	0.7283950617283951	0.9529411764705882	0.8526315789473684	0.6210526315789474	0.3789473684210526	resolved		346	218
vae_candidate_000362	90	nat_a36a3359d46f89a3e9c6	"[""nat_a36a3359d46f89a3e9c6""]"	1	93	200.0	103	80	57	0.7125	0.8888888888888888	0.8602150537634409	0.6129032258064516	0.3870967741935484	resolved		346	191
vae_candidate_000363	125		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000364	95	nat_9fda348180c612303cdb	"[""nat_9fda348180c612303cdb""]"	1	95	278.0	102	88	63	0.7159090909090909	0.9263157894736842	0.9263157894736842	0.6631578947368421	0.33684210526315794	resolved		346	183
vae_candidate_000365	74	nat_2dee131e85e06a8f9fdd	"[""nat_2dee131e85e06a8f9fdd""]"	1	76	87.5	88	62	33	0.532258064516129	0.8378378378378378	0.8157894736842105	0.4342105263157895	0.5657894736842105	resolved		346	64
vae_candidate_000366	139	nat_15e32a2edd6bff0d0784	"[""nat_15e32a2edd6bff0d0784"", ""nat_438c70c6875cb7fc8740""]"	2	137	32.5	160	116	42	0.3620689655172414	0.8345323741007195	0.8467153284671532	0.302158273381295	0.697841726618705	resolved		346	27
vae_candidate_000367	142		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000368	116	nat_e8032b7ad48d42a9adf3	"[""nat_e8032b7ad48d42a9adf3""]"	1	135	285.5	143	108	74	0.6851851851851852	0.9310344827586207	0.8	0.5481481481481482	0.45185185185185184	resolved		346	78
vae_candidate_000369	88	nat_86af2bea85657bdc848a	"[""nat_86af2bea85657bdc848a""]"	1	93	354.0	94	87	79	0.9080459770114943	0.9886363636363636	0.9354838709677419	0.8494623655913979	0.15053763440860213	resolved		346	197
vae_candidate_000370	82	nat_6dc60142a293ec7c6dcb	"[""nat_6dc60142a293ec7c6dcb"", ""nat_f87e80c34ba5c8c8909b"", ""nat_fb877ea45a36f28c6227""]"	3	87	227.0	99	70	58	0.8285714285714286	0.8536585365853658	0.8045977011494253	0.6666666666666666	0.33333333333333337	resolved		346	94
vae_candidate_000371	109	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_49d3875a5ef4bbb644f9"", ""nat_4b58b860e36e01bdb682"", ""nat_8f3e753527c876cd94f0""]"	4	94	328.5	110	93	80	0.8602150537634409	0.8532110091743119	0.9893617021276596	0.7339449541284404	0.2660550458715596	resolved		346	131
vae_candidate_000372	103	nat_215f48254c804f1f2876	"[""nat_215f48254c804f1f2876"", ""nat_8189ed3c9ac18707f549"", ""nat_9ca97034ea4d97950343"", ""nat_c468502803b4ab5981f1""]"	4	94	221.0	105	92	58	0.6304347826086957	0.8932038834951457	0.9787234042553191	0.5631067961165048	0.4368932038834952	resolved		346	154
vae_candidate_000373	66	nat_08ca607a70bf3998101a	"[""nat_08ca607a70bf3998101a""]"	1	70	4.0	80	56	16	0.2857142857142857	0.8484848484848485	0.8	0.22857142857142856	0.7714285714285715	resolved		346	2
vae_candidate_000374	106	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_4482775e0979509e45d2"", ""nat_48f4fc548c0153a5775e"", ""nat_69442765a7e1224b0435"", ""nat_a8908cb0d732ddf5c6d4"", ""nat_d07d112598796fe30d76""]"	6	95	327.5	110	91	78	0.8571428571428571	0.8584905660377359	0.9578947368421052	0.7358490566037735	0.26415094339622647	resolved		346	138
vae_candidate_000375	139	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	47.5	160	112	35	0.3125	0.8057553956834532	0.8421052631578947	0.2517985611510791	0.7482014388489209	resolved		346	1
vae_candidate_000376	110		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000377	140	nat_8bfb3056e00dc3525ee8	"[""nat_8bfb3056e00dc3525ee8""]"	1	145	307.0	164	121	80	0.6611570247933884	0.8642857142857143	0.8344827586206897	0.5517241379310345	0.4482758620689655	resolved		346	55
vae_candidate_000378	175	nat_25ee00a9c2b4e74f79dd	"[""nat_25ee00a9c2b4e74f79dd""]"	1	155	58.0	187	143	44	0.3076923076923077	0.8171428571428572	0.9225806451612903	0.25142857142857145	0.7485714285714286	resolved		346	3
vae_candidate_000379	110	nat_0ccad4d436403131ae6a	"[""nat_0ccad4d436403131ae6a""]"	1	135	133.0	136	109	46	0.42201834862385323	0.990909090909091	0.8074074074074075	0.34074074074074073	0.6592592592592592	resolved		346	3
vae_candidate_000380	87	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573""]"	1	92	142.5	104	75	49	0.6533333333333333	0.8620689655172413	0.8152173913043478	0.532608695652174	0.46739130434782605	resolved		346	79
vae_candidate_000381	83	nat_970873de163a6ff8ee05	"[""nat_970873de163a6ff8ee05""]"	1	88	265.0	88	83	59	0.7108433734939759	1.0	0.9431818181818182	0.6704545454545454	0.3295454545454546	resolved		346	219
vae_candidate_000382	118		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000383	98	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_1564401f2a553c444667"", ""nat_1aef09f774a1818b7e24"", ""nat_729a9790a662e92ab379""]"	4	96	312.5	105	89	76	0.8539325842696629	0.9081632653061225	0.9270833333333334	0.7755102040816326	0.22448979591836737	resolved		346	158
vae_candidate_000384	99	nat_a8908cb0d732ddf5c6d4	"[""nat_a8908cb0d732ddf5c6d4""]"	1	96	161.0	115	80	44	0.55	0.8080808080808081	0.8333333333333334	0.4444444444444444	0.5555555555555556	resolved		346	9
vae_candidate_000385	162		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000386	158		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000387	109	nat_9fd0842a53e077dc147a	"[""nat_9fd0842a53e077dc147a""]"	1	111	125.0	131	89	44	0.4943820224719101	0.8165137614678899	0.8018018018018018	0.3963963963963964	0.6036036036036037	resolved		346	1
vae_candidate_000388	104	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	293.0	107	93	73	0.7849462365591398	0.8942307692307693	0.96875	0.7019230769230769	0.29807692307692313	resolved		346	149
vae_candidate_000389	60		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000390	85	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573""]"	1	92	120.5	101	76	47	0.618421052631579	0.8941176470588236	0.8260869565217391	0.5108695652173914	0.48913043478260865	resolved		346	108
vae_candidate_000391	95		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000392	91	nat_b14dbbd56a14a6238029	"[""nat_b14dbbd56a14a6238029""]"	1	93	323.5	97	87	78	0.896551724137931	0.9560439560439561	0.9354838709677419	0.8387096774193549	0.16129032258064513	resolved		346	186
vae_candidate_000393	76		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000394	82	nat_6681febe116459c77b18	"[""nat_6681febe116459c77b18""]"	1	94	282.0	95	81	67	0.8271604938271605	0.9878048780487805	0.8617021276595744	0.7127659574468085	0.2872340425531915	resolved		346	189
vae_candidate_000395	78		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000396	89	nat_168a7720be25950ce7a5	"[""nat_168a7720be25950ce7a5"", ""nat_3e6bf91c590be6684eed""]"	2	94	360.0	95	88	80	0.9090909090909091	0.9887640449438202	0.9361702127659575	0.851063829787234	0.14893617021276595	resolved		346	196
vae_candidate_000397	84	nat_e9d0d8807aee29d8e61c	"[""nat_e9d0d8807aee29d8e61c""]"	1	71	202.0	84	71	55	0.7746478873239436	0.8452380952380952	1.0	0.6547619047619048	0.34523809523809523	resolved		346	212
vae_candidate_000398	116	nat_9fd0842a53e077dc147a	"[""nat_9fd0842a53e077dc147a""]"	1	111	230.0	132	95	58	0.6105263157894737	0.8189655172413793	0.8558558558558559	0.5	0.5	resolved		346	3
vae_candidate_000399	94	nat_a9c10692b45d32f772b4	"[""nat_a9c10692b45d32f772b4"", ""nat_c0d8f1302fa41452efbc"", ""nat_c468502803b4ab5981f1""]"	3	95	416.5	96	93	89	0.956989247311828	0.9893617021276596	0.9789473684210527	0.9368421052631579	0.06315789473684208	resolved		346	177
vae_candidate_000400	66	nat_f7dbe09f7bde0afd3543	"[""nat_f7dbe09f7bde0afd3543""]"	1	76	43.0	79	63	25	0.3968253968253968	0.9545454545454546	0.8289473684210527	0.32894736842105265	0.6710526315789473	resolved		346	52
vae_candidate_000401	95	nat_c468502803b4ab5981f1	"[""nat_c468502803b4ab5981f1"", ""nat_d5d6f3cedb33fb3328b6""]"	2	95	368.5	105	85	83	0.9764705882352941	0.8947368421052632	0.8947368421052632	0.8736842105263158	0.12631578947368416	resolved		346	180
vae_candidate_000402	97	nat_2257aec2c4abeff42ec4	"[""nat_2257aec2c4abeff42ec4""]"	1	97	233.5	105	89	57	0.6404494382022472	0.9175257731958762	0.9175257731958762	0.5876288659793815	0.41237113402061853	resolved		346	165
vae_candidate_000403	175	nat_16be3cd3d97ccaa2c7df	"[""nat_16be3cd3d97ccaa2c7df""]"	1	146	30.5	179	142	43	0.3028169014084507	0.8114285714285714	0.9726027397260274	0.24571428571428572	0.7542857142857142	resolved		346	4
vae_candidate_000404	84	nat_fb877ea45a36f28c6227	"[""nat_fb877ea45a36f28c6227""]"	1	87	118.0	98	73	41	0.5616438356164384	0.8690476190476191	0.8390804597701149	0.47126436781609193	0.5287356321839081	resolved		346	137
vae_candidate_000405	86	nat_9ca97034ea4d97950343	"[""nat_9ca97034ea4d97950343""]"	1	94	286.5	96	84	67	0.7976190476190477	0.9767441860465116	0.8936170212765957	0.7127659574468085	0.2872340425531915	resolved		346	212
vae_candidate_000406	70	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b""]"	1	72	201.0	76	66	49	0.7424242424242424	0.9428571428571428	0.9166666666666666	0.6805555555555556	0.3194444444444444	resolved		346	78
vae_candidate_000407	138		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000408	119	nat_8d5392221648a605a7c2	"[""nat_8d5392221648a605a7c2""]"	1	134	251.0	136	117	70	0.5982905982905983	0.9831932773109243	0.8731343283582089	0.5223880597014925	0.4776119402985075	resolved		346	32
vae_candidate_000409	121	nat_c7cb28cf54b6a88ff785	"[""nat_c7cb28cf54b6a88ff785""]"	1	99	161.0	123	97	47	0.4845360824742268	0.8016528925619835	0.9797979797979798	0.3884297520661157	0.6115702479338843	resolved		346	15
vae_candidate_000410	73	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	24.5	80	62	20	0.3225806451612903	0.8493150684931506	0.8985507246376812	0.273972602739726	0.726027397260274	resolved		346	2
vae_candidate_000411	96	nat_49d3875a5ef4bbb644f9	"[""nat_49d3875a5ef4bbb644f9"", ""nat_69442765a7e1224b0435"", ""nat_94cdaea6b1db7bfe983f"", ""nat_d1b057f953bd558c0457""]"	4	95	383.5	99	92	82	0.8913043478260869	0.9583333333333334	0.968421052631579	0.8541666666666666	0.14583333333333337	resolved		346	165
vae_candidate_000412	117		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000413	76	nat_1e070d0d2387bb202235	"[""nat_1e070d0d2387bb202235"", ""nat_b3561a1e0242e2259486"", ""nat_ede685c8031e89299cf7""]"	3	75	13.0	87	64	24	0.375	0.8421052631578947	0.8533333333333334	0.3157894736842105	0.6842105263157895	resolved		346	18
vae_candidate_000414	82	nat_13dff233b6dfd04cb79c	"[""nat_13dff233b6dfd04cb79c"", ""nat_440c141d3d83ed043c33"", ""nat_cac8cf4903b24e69aca8""]"	3	76	250.5	87	71	60	0.8450704225352113	0.8658536585365854	0.9342105263157895	0.7317073170731707	0.2682926829268293	resolved		346	189
vae_candidate_000415	86	nat_4a610b8daff21e476288	"[""nat_4a610b8daff21e476288""]"	1	85	104.0	98	73	37	0.5068493150684932	0.8488372093023255	0.8588235294117647	0.43023255813953487	0.5697674418604651	resolved		346	138
vae_candidate_000416	74	nat_873dfd59523575571c0b	"[""nat_873dfd59523575571c0b""]"	1	85	31.5	87	72	24	0.3333333333333333	0.972972972972973	0.8470588235294118	0.2823529411764706	0.7176470588235294	resolved		346	45
vae_candidate_000417	130	nat_55802cc1c7918b91c298	"[""nat_55802cc1c7918b91c298""]"	1	139	130.0	153	116	48	0.41379310344827586	0.8923076923076924	0.8345323741007195	0.34532374100719426	0.6546762589928057	resolved		346	7
vae_candidate_000418	150	nat_e62ac75b3affa97a2f5a	"[""nat_e62ac75b3affa97a2f5a""]"	1	151	58.5	180	121	48	0.39669421487603307	0.8066666666666666	0.8013245033112583	0.31788079470198677	0.6821192052980132	resolved		346	54
vae_candidate_000419	130		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000420	77	nat_30c8db5b2a48ec02340b	"[""nat_30c8db5b2a48ec02340b""]"	1	94	234.5	95	76	59	0.7763157894736842	0.987012987012987	0.8085106382978723	0.6276595744680851	0.37234042553191493	resolved		346	167
vae_candidate_000421	156		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000422	78	nat_4d4e00d31d935ed0527d	"[""nat_4d4e00d31d935ed0527d"", ""nat_8d29ff35edf68fc809de""]"	2	95	51.5	97	76	25	0.32894736842105265	0.9743589743589743	0.8	0.2631578947368421	0.736842105263158	resolved		346	51
vae_candidate_000423	71	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	240.5	77	67	55	0.8208955223880597	0.9436619718309859	0.9178082191780822	0.7534246575342466	0.2465753424657534	resolved		346	83
vae_candidate_000424	106	nat_48f4fc548c0153a5775e	"[""nat_48f4fc548c0153a5775e"", ""nat_a8908cb0d732ddf5c6d4""]"	2	96	61.5	113	89	38	0.42696629213483145	0.839622641509434	0.9270833333333334	0.3584905660377358	0.6415094339622642	resolved		346	74
vae_candidate_000425	111	nat_461115b7000bfd74f566	"[""nat_461115b7000bfd74f566"", ""nat_b47c8eec954491beb714"", ""nat_b5ccff48f879b7cc34ad""]"	3	96	8.5	113	94	26	0.2765957446808511	0.8468468468468469	0.9791666666666666	0.23423423423423423	0.7657657657657657	resolved		346	4
vae_candidate_000426	94	nat_d5d6f3cedb33fb3328b6	"[""nat_d5d6f3cedb33fb3328b6""]"	1	95	387.5	96	93	85	0.9139784946236559	0.9893617021276596	0.9789473684210527	0.8947368421052632	0.10526315789473684	resolved		346	179
vae_candidate_000427	82	nat_07248f2d3ff700c7afcd	"[""nat_07248f2d3ff700c7afcd"", ""nat_644a625ed987b37152d8"", ""nat_f5db5c4704d592f947d9""]"	3	82	30.5	98	66	23	0.3484848484848485	0.8048780487804879	0.8048780487804879	0.2804878048780488	0.7195121951219512	resolved		346	30
vae_candidate_000428	105	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	176.0	116	87	53	0.6091954022988506	0.8285714285714286	0.8877551020408163	0.5047619047619047	0.49523809523809526	resolved		346	122
vae_candidate_000429	100	nat_0a5813d34fb4f832fd7d	"[""nat_0a5813d34fb4f832fd7d"", ""nat_373d638b02f47e751a57""]"	2	95	146.5	113	82	48	0.5853658536585366	0.82	0.8631578947368421	0.48	0.52	resolved		346	135
vae_candidate_000430	54		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000431	115	nat_82e4660fb87f57daff30	"[""nat_82e4660fb87f57daff30""]"	1	95	355.0	118	92	80	0.8695652173913043	0.8	0.968421052631579	0.6956521739130435	0.30434782608695654	resolved		346	51
vae_candidate_000432	136	nat_8a4162d5996844339fef	"[""nat_8a4162d5996844339fef""]"	1	135	235.5	151	120	65	0.5416666666666666	0.8823529411764706	0.8888888888888888	0.47794117647058826	0.5220588235294117	resolved		346	106
vae_candidate_000433	75	nat_262acad32bf64e600812	"[""nat_262acad32bf64e600812""]"	1	75	60.5	89	61	25	0.4098360655737705	0.8133333333333334	0.8133333333333334	0.3333333333333333	0.6666666666666667	resolved		346	1
vae_candidate_000434	77		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000435	114	nat_4482775e0979509e45d2	"[""nat_4482775e0979509e45d2"", ""nat_94cdaea6b1db7bfe983f"", ""nat_fca422d4ddd5dcd65605""]"	3	95	391.0	114	95	85	0.8947368421052632	0.8333333333333334	1.0	0.7456140350877193	0.2543859649122807	resolved		346	112
vae_candidate_000436	93	nat_019e8d05123166c4099d	"[""nat_019e8d05123166c4099d"", ""nat_0aeb545239a28bae61f9""]"	2	86	222.5	95	84	54	0.6428571428571429	0.9032258064516129	0.9767441860465116	0.5806451612903226	0.4193548387096774	resolved		346	171
vae_candidate_000437	122		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000438	105	nat_4d4e00d31d935ed0527d	"[""nat_4d4e00d31d935ed0527d"", ""nat_74aacbad701be1598660"", ""nat_7d45d6cf3df5d3d36985"", ""nat_8d29ff35edf68fc809de""]"	4	95	255.0	110	90	61	0.6777777777777778	0.8571428571428571	0.9473684210526315	0.580952380952381	0.419047619047619	resolved		346	127
vae_candidate_000439	87	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573"", ""nat_d4ba65189ba86a477cc5"", ""nat_ee10b37a92559cba1989""]"	3	92	275.0	99	80	61	0.7625	0.9195402298850575	0.8695652173913043	0.6630434782608695	0.3369565217391305	resolved		346	209
vae_candidate_000440	64	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	273.0	73	64	59	0.921875	1.0	0.8767123287671232	0.8082191780821918	0.1917808219178082	resolved		346	65
vae_candidate_000441	84		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000442	83	nat_07248f2d3ff700c7afcd	"[""nat_07248f2d3ff700c7afcd"", ""nat_f5db5c4704d592f947d9""]"	2	82	24.0	98	67	25	0.373134328358209	0.8072289156626506	0.8170731707317073	0.30120481927710846	0.6987951807228916	resolved		346	59
vae_candidate_000443	175		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000444	124		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000445	67	nat_3cc2cb889cfdbbcaa17b	"[""nat_3cc2cb889cfdbbcaa17b"", ""nat_61a382d08777524701b3""]"	2	72	10.0	80	59	20	0.3389830508474576	0.8805970149253731	0.8194444444444444	0.2777777777777778	0.7222222222222222	resolved		346	30
vae_candidate_000446	90	nat_d4ba65189ba86a477cc5	"[""nat_d4ba65189ba86a477cc5""]"	1	92	60.5	108	74	33	0.44594594594594594	0.8222222222222222	0.8043478260869565	0.358695652173913	0.6413043478260869	resolved		346	14
vae_candidate_000447	64		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000448	100	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	192.0	115	83	56	0.6746987951807228	0.83	0.8469387755102041	0.56	0.43999999999999995	resolved		346	130
vae_candidate_000449	73		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000450	74	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	49.0	82	61	25	0.4098360655737705	0.8243243243243243	0.8840579710144928	0.33783783783783783	0.6621621621621622	resolved		346	21
vae_candidate_000451	113	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_4b58b860e36e01bdb682"", ""nat_842bc418f0682cd2a9c8"", ""nat_8f3e753527c876cd94f0"", ""nat_a7791ad55c70e7fd3462"", ""nat_fca422d4ddd5dcd65605""]"	6	96	299.0	117	92	76	0.8260869565217391	0.8141592920353983	0.9583333333333334	0.672566371681416	0.327433628318584	resolved		346	111
vae_candidate_000452	124	nat_43e7561c7d05facf2895	"[""nat_43e7561c7d05facf2895""]"	1	140	90.5	152	112	41	0.36607142857142855	0.9032258064516129	0.8	0.29285714285714287	0.7071428571428571	resolved		346	7
vae_candidate_000453	95		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000454	123		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000455	100	nat_0ae199fc6d044a2da135	"[""nat_0ae199fc6d044a2da135"", ""nat_4d4e00d31d935ed0527d"", ""nat_8d29ff35edf68fc809de"", ""nat_d07d112598796fe30d76"", ""nat_d5d6f3cedb33fb3328b6"", ""nat_dbcea97f4e8354ba3556""]"	6	95	240.5	104	91	59	0.6483516483516484	0.91	0.9578947368421052	0.59	0.41000000000000003	resolved		346	158
vae_candidate_000456	93	nat_7d8f193406ee761e1417	"[""nat_7d8f193406ee761e1417""]"	1	95	255.5	102	86	66	0.7674418604651163	0.9247311827956989	0.9052631578947369	0.6947368421052632	0.3052631578947368	resolved		346	156
vae_candidate_000457	85	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	241.0	101	71	59	0.8309859154929577	0.8352941176470589	0.8160919540229885	0.6781609195402298	0.32183908045977017	resolved		346	98
